,0,1,2
0,73.0,58.0,2195.0
1,73.0,58.0,2196.0
2,73.0,58.0,2197.0
3,73.0,59.0,2195.0
4,73.0,59.0,2196.0
5,73.0,59.0,2197.0
6,74.0,55.0,2221.0
7,74.0,55.0,2222.0
8,74.0,55.0,2223.0
9,74.0,58.0,2195.0
10,74.0,58.0,2196.0
11,74.0,58.0,2197.0
12,75.0,55.0,2218.0
13,75.0,55.0,2219.0
14,75.0,55.0,2220.0
15,75.0,55.0,2221.0
16,75.0,55.0,2222.0
17,75.0,55.0,2223.0
18,75.0,55.0,2224.0
19,75.0,56.0,2222.0
20,75.0,56.0,2223.0
21,76.0,89.0,2193.0
22,76.0,89.0,2194.0
23,77.0,73.0,2209.0
24,77.0,73.0,2210.0
25,77.0,73.0,2211.0
26,77.0,73.0,2212.0
27,78.0,72.0,2210.0
28,78.0,72.0,2211.0
29,78.0,84.0,2215.0
30,78.0,85.0,2213.0
31,78.0,85.0,2214.0
32,79.0,45.0,2208.0
33,79.0,45.0,2209.0
34,79.0,45.0,2210.0
35,79.0,46.0,2190.0
36,79.0,46.0,2702.0
37,79.0,46.0,2958.0
38,79.0,46.0,3214.0
39,79.0,46.0,3470.0
40,79.0,46.0,3726.0
41,79.0,47.0,2188.0
42,79.0,47.0,2189.0
43,79.0,47.0,2190.0
44,79.0,47.0,2700.0
45,79.0,47.0,2701.0
46,79.0,47.0,2702.0
47,79.0,47.0,2956.0
48,79.0,47.0,2957.0
49,79.0,47.0,2958.0
50,79.0,47.0,3212.0
51,79.0,47.0,3213.0
52,79.0,47.0,3214.0
53,79.0,47.0,3468.0
54,79.0,47.0,3469.0
55,79.0,47.0,3470.0
56,79.0,47.0,3724.0
57,79.0,47.0,3725.0
58,79.0,47.0,3726.0
59,79.0,48.0,2188.0
60,79.0,48.0,2700.0
61,79.0,48.0,2956.0
62,79.0,48.0,3212.0
63,79.0,48.0,3468.0
64,79.0,48.0,3724.0
65,79.0,68.0,2213.0
66,79.0,68.0,2214.0
67,79.0,68.0,2469.0
68,79.0,68.0,2470.0
69,79.0,68.0,2725.0
70,79.0,68.0,2726.0
71,79.0,68.0,2981.0
72,79.0,68.0,2982.0
73,79.0,68.0,3237.0
74,79.0,68.0,3238.0
75,79.0,68.0,3493.0
76,79.0,68.0,3494.0
77,79.0,68.0,3749.0
78,79.0,68.0,3750.0
79,79.0,69.0,2211.0
80,79.0,69.0,2212.0
81,79.0,69.0,2213.0
82,79.0,69.0,2214.0
83,79.0,69.0,2467.0
84,79.0,69.0,2468.0
85,79.0,69.0,2469.0
86,79.0,69.0,2470.0
87,79.0,69.0,2723.0
88,79.0,69.0,2724.0
89,79.0,69.0,2725.0
90,79.0,69.0,2726.0
91,79.0,69.0,2979.0
92,79.0,69.0,2980.0
93,79.0,69.0,2981.0
94,79.0,69.0,2982.0
95,79.0,69.0,3235.0
96,79.0,69.0,3236.0
97,79.0,69.0,3237.0
98,79.0,69.0,3238.0
99,79.0,69.0,3491.0
100,79.0,69.0,3492.0
101,79.0,69.0,3493.0
102,79.0,69.0,3494.0
103,79.0,69.0,3747.0
104,79.0,69.0,3748.0
105,79.0,69.0,3749.0
106,79.0,69.0,3750.0
107,79.0,70.0,2178.0
108,79.0,70.0,2179.0
109,79.0,70.0,2180.0
110,79.0,70.0,2208.0
111,79.0,70.0,2209.0
112,79.0,70.0,2210.0
113,79.0,70.0,2212.0
114,79.0,70.0,2213.0
115,79.0,70.0,2214.0
116,79.0,70.0,2464.0
117,79.0,70.0,2465.0
118,79.0,70.0,2466.0
119,79.0,70.0,2468.0
120,79.0,70.0,2469.0
121,79.0,70.0,2470.0
122,79.0,70.0,2720.0
123,79.0,70.0,2721.0
124,79.0,70.0,2722.0
125,79.0,70.0,2724.0
126,79.0,70.0,2725.0
127,79.0,70.0,2726.0
128,79.0,70.0,2976.0
129,79.0,70.0,2977.0
130,79.0,70.0,2978.0
131,79.0,70.0,2980.0
132,79.0,70.0,2981.0
133,79.0,70.0,2982.0
134,79.0,70.0,3232.0
135,79.0,70.0,3233.0
136,79.0,70.0,3234.0
137,79.0,70.0,3236.0
138,79.0,70.0,3237.0
139,79.0,70.0,3238.0
140,79.0,70.0,3488.0
141,79.0,70.0,3489.0
142,79.0,70.0,3490.0
143,79.0,70.0,3492.0
144,79.0,70.0,3493.0
145,79.0,70.0,3494.0
146,79.0,70.0,3744.0
147,79.0,70.0,3745.0
148,79.0,70.0,3746.0
149,79.0,70.0,3748.0
150,79.0,70.0,3749.0
151,79.0,70.0,3750.0
152,79.0,81.0,2221.0
153,79.0,81.0,2477.0
154,79.0,81.0,2733.0
155,79.0,81.0,2989.0
156,79.0,81.0,3245.0
157,79.0,81.0,3501.0
158,79.0,81.0,3757.0
159,79.0,82.0,2198.0
160,79.0,82.0,2199.0
161,79.0,82.0,2219.0
162,79.0,82.0,2475.0
163,79.0,82.0,2710.0
164,79.0,82.0,2711.0
165,79.0,82.0,2731.0
166,79.0,82.0,2966.0
167,79.0,82.0,2967.0
168,79.0,82.0,2987.0
169,79.0,82.0,3222.0
170,79.0,82.0,3223.0
171,79.0,82.0,3243.0
172,79.0,82.0,3478.0
173,79.0,82.0,3479.0
174,79.0,82.0,3499.0
175,79.0,82.0,3734.0
176,79.0,82.0,3735.0
177,79.0,82.0,3755.0
178,79.0,84.0,2212.0
179,79.0,84.0,2213.0
180,79.0,84.0,2214.0
181,79.0,84.0,2215.0
182,79.0,85.0,2198.0
183,79.0,85.0,2213.0
184,79.0,85.0,2214.0
185,79.0,86.0,2196.0
186,79.0,86.0,2201.0
187,79.0,86.0,2202.0
188,79.0,87.0,2197.0
189,79.0,87.0,2198.0
190,79.0,87.0,2199.0
191,80.0,44.0,2209.0
192,80.0,44.0,2210.0
193,80.0,46.0,2190.0
194,80.0,46.0,2702.0
195,80.0,46.0,2958.0
196,80.0,46.0,3214.0
197,80.0,46.0,3470.0
198,80.0,46.0,3726.0
199,80.0,47.0,2188.0
200,80.0,47.0,2189.0
201,80.0,47.0,2700.0
202,80.0,47.0,2701.0
203,80.0,47.0,2956.0
204,80.0,47.0,2957.0
205,80.0,47.0,3212.0
206,80.0,47.0,3213.0
207,80.0,47.0,3468.0
208,80.0,47.0,3469.0
209,80.0,47.0,3724.0
210,80.0,47.0,3725.0
211,80.0,67.0,2214.0
212,80.0,67.0,2215.0
213,80.0,67.0,2216.0
214,80.0,67.0,2470.0
215,80.0,67.0,2471.0
216,80.0,67.0,2472.0
217,80.0,67.0,2726.0
218,80.0,67.0,2727.0
219,80.0,67.0,2728.0
220,80.0,67.0,2982.0
221,80.0,67.0,2983.0
222,80.0,67.0,2984.0
223,80.0,67.0,3238.0
224,80.0,67.0,3239.0
225,80.0,67.0,3240.0
226,80.0,67.0,3494.0
227,80.0,67.0,3495.0
228,80.0,67.0,3496.0
229,80.0,67.0,3750.0
230,80.0,67.0,3751.0
231,80.0,67.0,3752.0
232,80.0,68.0,2213.0
233,80.0,68.0,2214.0
234,80.0,68.0,2469.0
235,80.0,68.0,2470.0
236,80.0,68.0,2725.0
237,80.0,68.0,2726.0
238,80.0,68.0,2981.0
239,80.0,68.0,2982.0
240,80.0,68.0,3237.0
241,80.0,68.0,3238.0
242,80.0,68.0,3493.0
243,80.0,68.0,3494.0
244,80.0,68.0,3749.0
245,80.0,68.0,3750.0
246,80.0,69.0,2211.0
247,80.0,69.0,2212.0
248,80.0,69.0,2213.0
249,80.0,69.0,2214.0
250,80.0,69.0,2467.0
251,80.0,69.0,2468.0
252,80.0,69.0,2469.0
253,80.0,69.0,2470.0
254,80.0,69.0,2723.0
255,80.0,69.0,2724.0
256,80.0,69.0,2725.0
257,80.0,69.0,2726.0
258,80.0,69.0,2979.0
259,80.0,69.0,2980.0
260,80.0,69.0,2981.0
261,80.0,69.0,2982.0
262,80.0,69.0,3235.0
263,80.0,69.0,3236.0
264,80.0,69.0,3237.0
265,80.0,69.0,3238.0
266,80.0,69.0,3491.0
267,80.0,69.0,3492.0
268,80.0,69.0,3493.0
269,80.0,69.0,3494.0
270,80.0,69.0,3747.0
271,80.0,69.0,3748.0
272,80.0,69.0,3749.0
273,80.0,69.0,3750.0
274,80.0,73.0,2203.0
275,80.0,73.0,2204.0
276,80.0,73.0,2205.0
277,80.0,76.0,2234.0
278,80.0,76.0,2235.0
279,80.0,76.0,2236.0
280,80.0,77.0,2221.0
281,80.0,77.0,2222.0
282,80.0,77.0,2223.0
283,80.0,81.0,2218.0
284,80.0,81.0,2219.0
285,80.0,81.0,2220.0
286,80.0,81.0,2221.0
287,80.0,81.0,2474.0
288,80.0,81.0,2475.0
289,80.0,81.0,2476.0
290,80.0,81.0,2477.0
291,80.0,81.0,2730.0
292,80.0,81.0,2731.0
293,80.0,81.0,2732.0
294,80.0,81.0,2733.0
295,80.0,81.0,2986.0
296,80.0,81.0,2987.0
297,80.0,81.0,2988.0
298,80.0,81.0,2989.0
299,80.0,81.0,3242.0
300,80.0,81.0,3243.0
301,80.0,81.0,3244.0
302,80.0,81.0,3245.0
303,80.0,81.0,3498.0
304,80.0,81.0,3499.0
305,80.0,81.0,3500.0
306,80.0,81.0,3501.0
307,80.0,81.0,3754.0
308,80.0,81.0,3755.0
309,80.0,81.0,3756.0
310,80.0,81.0,3757.0
311,80.0,82.0,2198.0
312,80.0,82.0,2199.0
313,80.0,82.0,2217.0
314,80.0,82.0,2218.0
315,80.0,82.0,2219.0
316,80.0,82.0,2473.0
317,80.0,82.0,2474.0
318,80.0,82.0,2475.0
319,80.0,82.0,2710.0
320,80.0,82.0,2711.0
321,80.0,82.0,2729.0
322,80.0,82.0,2730.0
323,80.0,82.0,2731.0
324,80.0,82.0,2966.0
325,80.0,82.0,2967.0
326,80.0,82.0,2985.0
327,80.0,82.0,2986.0
328,80.0,82.0,2987.0
329,80.0,82.0,3222.0
330,80.0,82.0,3223.0
331,80.0,82.0,3241.0
332,80.0,82.0,3242.0
333,80.0,82.0,3243.0
334,80.0,82.0,3478.0
335,80.0,82.0,3479.0
336,80.0,82.0,3497.0
337,80.0,82.0,3498.0
338,80.0,82.0,3499.0
339,80.0,82.0,3734.0
340,80.0,82.0,3735.0
341,80.0,82.0,3753.0
342,80.0,82.0,3754.0
343,80.0,82.0,3755.0
344,80.0,83.0,2213.0
345,80.0,83.0,2214.0
346,80.0,83.0,2215.0
347,80.0,83.0,2469.0
348,80.0,83.0,2470.0
349,80.0,83.0,2471.0
350,80.0,83.0,2725.0
351,80.0,83.0,2726.0
352,80.0,83.0,2727.0
353,80.0,83.0,2981.0
354,80.0,83.0,2982.0
355,80.0,83.0,2983.0
356,80.0,83.0,3237.0
357,80.0,83.0,3238.0
358,80.0,83.0,3239.0
359,80.0,83.0,3493.0
360,80.0,83.0,3494.0
361,80.0,83.0,3495.0
362,80.0,83.0,3749.0
363,80.0,83.0,3750.0
364,80.0,83.0,3751.0
365,80.0,84.0,2212.0
366,80.0,85.0,2213.0
367,80.0,85.0,2214.0
368,80.0,109.0,2189.0
369,80.0,109.0,2190.0
370,80.0,109.0,2191.0
371,80.0,110.0,2191.0
372,81.0,43.0,2209.0
373,81.0,43.0,2210.0
374,81.0,44.0,2208.0
375,81.0,47.0,2188.0
376,81.0,47.0,2189.0
377,81.0,47.0,2700.0
378,81.0,47.0,2701.0
379,81.0,47.0,2956.0
380,81.0,47.0,2957.0
381,81.0,47.0,3212.0
382,81.0,47.0,3213.0
383,81.0,47.0,3468.0
384,81.0,47.0,3469.0
385,81.0,47.0,3724.0
386,81.0,47.0,3725.0
387,81.0,60.0,2208.0
388,81.0,60.0,2720.0
389,81.0,60.0,2976.0
390,81.0,60.0,3232.0
391,81.0,60.0,3488.0
392,81.0,60.0,3744.0
393,81.0,61.0,2206.0
394,81.0,61.0,2207.0
395,81.0,61.0,2208.0
396,81.0,61.0,2718.0
397,81.0,61.0,2719.0
398,81.0,61.0,2720.0
399,81.0,61.0,2974.0
400,81.0,61.0,2975.0
401,81.0,61.0,2976.0
402,81.0,61.0,3230.0
403,81.0,61.0,3231.0
404,81.0,61.0,3232.0
405,81.0,61.0,3486.0
406,81.0,61.0,3487.0
407,81.0,61.0,3488.0
408,81.0,61.0,3742.0
409,81.0,61.0,3743.0
410,81.0,61.0,3744.0
411,81.0,62.0,2206.0
412,81.0,62.0,2718.0
413,81.0,62.0,2974.0
414,81.0,62.0,3230.0
415,81.0,62.0,3486.0
416,81.0,62.0,3742.0
417,81.0,66.0,2214.0
418,81.0,66.0,2215.0
419,81.0,66.0,2216.0
420,81.0,66.0,2218.0
421,81.0,66.0,2219.0
422,81.0,66.0,2220.0
423,81.0,66.0,2470.0
424,81.0,66.0,2471.0
425,81.0,66.0,2472.0
426,81.0,66.0,2474.0
427,81.0,66.0,2475.0
428,81.0,66.0,2476.0
429,81.0,66.0,2726.0
430,81.0,66.0,2727.0
431,81.0,66.0,2728.0
432,81.0,66.0,2730.0
433,81.0,66.0,2731.0
434,81.0,66.0,2732.0
435,81.0,66.0,2982.0
436,81.0,66.0,2983.0
437,81.0,66.0,2984.0
438,81.0,66.0,2986.0
439,81.0,66.0,2987.0
440,81.0,66.0,2988.0
441,81.0,66.0,3238.0
442,81.0,66.0,3239.0
443,81.0,66.0,3240.0
444,81.0,66.0,3242.0
445,81.0,66.0,3243.0
446,81.0,66.0,3244.0
447,81.0,66.0,3494.0
448,81.0,66.0,3495.0
449,81.0,66.0,3496.0
450,81.0,66.0,3498.0
451,81.0,66.0,3499.0
452,81.0,66.0,3500.0
453,81.0,66.0,3750.0
454,81.0,66.0,3751.0
455,81.0,66.0,3752.0
456,81.0,66.0,3754.0
457,81.0,66.0,3755.0
458,81.0,66.0,3756.0
459,81.0,67.0,2214.0
460,81.0,67.0,2215.0
461,81.0,67.0,2216.0
462,81.0,67.0,2470.0
463,81.0,67.0,2471.0
464,81.0,67.0,2472.0
465,81.0,67.0,2726.0
466,81.0,67.0,2727.0
467,81.0,67.0,2728.0
468,81.0,67.0,2982.0
469,81.0,67.0,2983.0
470,81.0,67.0,2984.0
471,81.0,67.0,3238.0
472,81.0,67.0,3239.0
473,81.0,67.0,3240.0
474,81.0,67.0,3494.0
475,81.0,67.0,3495.0
476,81.0,67.0,3496.0
477,81.0,67.0,3750.0
478,81.0,67.0,3751.0
479,81.0,67.0,3752.0
480,81.0,68.0,2211.0
481,81.0,68.0,2212.0
482,81.0,68.0,2213.0
483,81.0,68.0,2214.0
484,81.0,68.0,2467.0
485,81.0,68.0,2468.0
486,81.0,68.0,2469.0
487,81.0,68.0,2470.0
488,81.0,68.0,2723.0
489,81.0,68.0,2724.0
490,81.0,68.0,2725.0
491,81.0,68.0,2726.0
492,81.0,68.0,2979.0
493,81.0,68.0,2980.0
494,81.0,68.0,2981.0
495,81.0,68.0,2982.0
496,81.0,68.0,3235.0
497,81.0,68.0,3236.0
498,81.0,68.0,3237.0
499,81.0,68.0,3238.0
500,81.0,68.0,3491.0
501,81.0,68.0,3492.0
502,81.0,68.0,3493.0
503,81.0,68.0,3494.0
504,81.0,68.0,3747.0
505,81.0,68.0,3748.0
506,81.0,68.0,3749.0
507,81.0,68.0,3750.0
508,81.0,69.0,2209.0
509,81.0,69.0,2210.0
510,81.0,69.0,2211.0
511,81.0,69.0,2465.0
512,81.0,69.0,2466.0
513,81.0,69.0,2467.0
514,81.0,69.0,2721.0
515,81.0,69.0,2722.0
516,81.0,69.0,2723.0
517,81.0,69.0,2977.0
518,81.0,69.0,2978.0
519,81.0,69.0,2979.0
520,81.0,69.0,3233.0
521,81.0,69.0,3234.0
522,81.0,69.0,3235.0
523,81.0,69.0,3489.0
524,81.0,69.0,3490.0
525,81.0,69.0,3491.0
526,81.0,69.0,3745.0
527,81.0,69.0,3746.0
528,81.0,69.0,3747.0
529,81.0,74.0,2229.0
530,81.0,74.0,2485.0
531,81.0,74.0,2741.0
532,81.0,74.0,2997.0
533,81.0,74.0,3253.0
534,81.0,74.0,3509.0
535,81.0,74.0,3765.0
536,81.0,75.0,2225.0
537,81.0,75.0,2226.0
538,81.0,75.0,2227.0
539,81.0,75.0,2481.0
540,81.0,75.0,2482.0
541,81.0,75.0,2483.0
542,81.0,75.0,2737.0
543,81.0,75.0,2738.0
544,81.0,75.0,2739.0
545,81.0,75.0,2993.0
546,81.0,75.0,2994.0
547,81.0,75.0,2995.0
548,81.0,75.0,3249.0
549,81.0,75.0,3250.0
550,81.0,75.0,3251.0
551,81.0,75.0,3505.0
552,81.0,75.0,3506.0
553,81.0,75.0,3507.0
554,81.0,75.0,3761.0
555,81.0,75.0,3762.0
556,81.0,75.0,3763.0
557,81.0,76.0,2234.0
558,81.0,76.0,2235.0
559,81.0,76.0,2236.0
560,81.0,77.0,2221.0
561,81.0,77.0,2222.0
562,81.0,77.0,2223.0
563,81.0,82.0,2198.0
564,81.0,82.0,2199.0
565,81.0,82.0,2214.0
566,81.0,82.0,2470.0
567,81.0,82.0,2710.0
568,81.0,82.0,2711.0
569,81.0,82.0,2726.0
570,81.0,82.0,2966.0
571,81.0,82.0,2967.0
572,81.0,82.0,2982.0
573,81.0,82.0,3222.0
574,81.0,82.0,3223.0
575,81.0,82.0,3238.0
576,81.0,82.0,3478.0
577,81.0,82.0,3479.0
578,81.0,82.0,3494.0
579,81.0,82.0,3734.0
580,81.0,82.0,3735.0
581,81.0,82.0,3750.0
582,81.0,83.0,2213.0
583,81.0,83.0,2214.0
584,81.0,83.0,2469.0
585,81.0,83.0,2470.0
586,81.0,83.0,2725.0
587,81.0,83.0,2726.0
588,81.0,83.0,2981.0
589,81.0,83.0,2982.0
590,81.0,83.0,3237.0
591,81.0,83.0,3238.0
592,81.0,83.0,3493.0
593,81.0,83.0,3494.0
594,81.0,83.0,3749.0
595,81.0,83.0,3750.0
596,81.0,107.0,2194.0
597,81.0,107.0,2450.0
598,81.0,107.0,2706.0
599,81.0,107.0,2962.0
600,81.0,107.0,3218.0
601,81.0,107.0,3474.0
602,81.0,107.0,3730.0
603,81.0,108.0,2190.0
604,81.0,108.0,2191.0
605,81.0,108.0,2192.0
606,81.0,108.0,2193.0
607,81.0,108.0,2194.0
608,81.0,108.0,2446.0
609,81.0,108.0,2447.0
610,81.0,108.0,2448.0
611,81.0,108.0,2449.0
612,81.0,108.0,2450.0
613,81.0,108.0,2702.0
614,81.0,108.0,2703.0
