,0,1,2
0,73.0,53.0,2214.0
1,73.0,53.0,2215.0
2,73.0,80.0,2205.0
3,73.0,80.0,2206.0
4,74.0,46.0,2219.0
5,74.0,46.0,2220.0
6,74.0,47.0,2218.0
7,74.0,47.0,2219.0
8,74.0,47.0,2220.0
9,74.0,53.0,2213.0
10,74.0,53.0,2214.0
11,74.0,53.0,2215.0
12,74.0,76.0,2208.0
13,74.0,76.0,2209.0
14,74.0,76.0,2464.0
15,74.0,76.0,2465.0
16,74.0,76.0,2720.0
17,74.0,76.0,2721.0
18,74.0,76.0,2976.0
19,74.0,76.0,2977.0
20,74.0,76.0,3232.0
21,74.0,76.0,3233.0
22,74.0,76.0,3488.0
23,74.0,76.0,3489.0
24,74.0,76.0,3744.0
25,74.0,76.0,3745.0
26,74.0,77.0,2207.0
27,74.0,77.0,2208.0
28,74.0,77.0,2209.0
29,74.0,77.0,2463.0
30,74.0,77.0,2464.0
31,74.0,77.0,2465.0
32,74.0,77.0,2719.0
33,74.0,77.0,2720.0
34,74.0,77.0,2721.0
35,74.0,77.0,2975.0
36,74.0,77.0,2976.0
37,74.0,77.0,2977.0
38,74.0,77.0,3231.0
39,74.0,77.0,3232.0
40,74.0,77.0,3233.0
41,74.0,77.0,3487.0
42,74.0,77.0,3488.0
43,74.0,77.0,3489.0
44,74.0,77.0,3743.0
45,74.0,77.0,3744.0
46,74.0,77.0,3745.0
47,74.0,78.0,2207.0
48,74.0,78.0,2208.0
49,74.0,78.0,2209.0
50,74.0,78.0,2463.0
51,74.0,78.0,2464.0
52,74.0,78.0,2465.0
53,74.0,78.0,2719.0
54,74.0,78.0,2720.0
55,74.0,78.0,2721.0
56,74.0,78.0,2975.0
57,74.0,78.0,2976.0
58,74.0,78.0,2977.0
59,74.0,78.0,3231.0
60,74.0,78.0,3232.0
61,74.0,78.0,3233.0
62,74.0,78.0,3487.0
63,74.0,78.0,3488.0
64,74.0,78.0,3489.0
65,74.0,78.0,3743.0
66,74.0,78.0,3744.0
67,74.0,78.0,3745.0
68,74.0,79.0,2206.0
69,74.0,80.0,2204.0
70,75.0,46.0,2222.0
71,75.0,46.0,2223.0
72,75.0,47.0,2218.0
73,75.0,53.0,2213.0
74,75.0,53.0,2214.0
75,75.0,53.0,2215.0
76,75.0,68.0,2175.0
77,75.0,69.0,2173.0
78,75.0,69.0,2174.0
79,75.0,69.0,2175.0
80,75.0,70.0,2173.0
81,75.0,76.0,2206.0
82,75.0,76.0,2207.0
83,75.0,76.0,2208.0
84,75.0,76.0,2209.0
85,75.0,76.0,2462.0
86,75.0,76.0,2463.0
87,75.0,76.0,2464.0
88,75.0,76.0,2465.0
89,75.0,76.0,2718.0
90,75.0,76.0,2719.0
91,75.0,76.0,2720.0
92,75.0,76.0,2721.0
93,75.0,76.0,2974.0
94,75.0,76.0,2975.0
95,75.0,76.0,2976.0
96,75.0,76.0,2977.0
97,75.0,76.0,3230.0
98,75.0,76.0,3231.0
99,75.0,76.0,3232.0
100,75.0,76.0,3233.0
101,75.0,76.0,3486.0
102,75.0,76.0,3487.0
103,75.0,76.0,3488.0
104,75.0,76.0,3489.0
105,75.0,76.0,3742.0
106,75.0,76.0,3743.0
107,75.0,76.0,3744.0
108,75.0,76.0,3745.0
109,75.0,77.0,2207.0
110,75.0,77.0,2208.0
111,75.0,77.0,2209.0
112,75.0,77.0,2463.0
113,75.0,77.0,2464.0
114,75.0,77.0,2465.0
115,75.0,77.0,2719.0
116,75.0,77.0,2720.0
117,75.0,77.0,2721.0
118,75.0,77.0,2975.0
119,75.0,77.0,2976.0
120,75.0,77.0,2977.0
121,75.0,77.0,3231.0
122,75.0,77.0,3232.0
123,75.0,77.0,3233.0
124,75.0,77.0,3487.0
125,75.0,77.0,3488.0
126,75.0,77.0,3489.0
127,75.0,77.0,3743.0
128,75.0,77.0,3744.0
129,75.0,77.0,3745.0
130,75.0,78.0,2207.0
131,75.0,78.0,2208.0
132,75.0,78.0,2209.0
133,75.0,78.0,2463.0
134,75.0,78.0,2464.0
135,75.0,78.0,2465.0
136,75.0,78.0,2719.0
137,75.0,78.0,2720.0
138,75.0,78.0,2721.0
139,75.0,78.0,2975.0
140,75.0,78.0,2976.0
141,75.0,78.0,2977.0
142,75.0,78.0,3231.0
143,75.0,78.0,3232.0
144,75.0,78.0,3233.0
145,75.0,78.0,3487.0
146,75.0,78.0,3488.0
147,75.0,78.0,3489.0
148,75.0,78.0,3743.0
149,75.0,78.0,3744.0
