,0,1,2
0,68.0,66.0,2196.0
1,68.0,66.0,2197.0
2,68.0,66.0,2198.0
3,68.0,66.0,2199.0
4,68.0,66.0,2200.0
5,68.0,67.0,2196.0
6,69.0,60.0,2202.0
7,69.0,60.0,2714.0
8,69.0,60.0,2970.0
9,69.0,60.0,3226.0
10,69.0,60.0,3482.0
11,69.0,60.0,3738.0
12,69.0,61.0,2200.0
13,69.0,61.0,2201.0
14,69.0,61.0,2202.0
15,69.0,61.0,2712.0
16,69.0,61.0,2713.0
17,69.0,61.0,2714.0
18,69.0,61.0,2968.0
19,69.0,61.0,2969.0
20,69.0,61.0,2970.0
21,69.0,61.0,3224.0
22,69.0,61.0,3225.0
23,69.0,61.0,3226.0
24,69.0,61.0,3480.0
25,69.0,61.0,3481.0
26,69.0,61.0,3482.0
27,69.0,61.0,3736.0
28,69.0,61.0,3737.0
29,69.0,61.0,3738.0
30,69.0,62.0,2200.0
31,69.0,62.0,2712.0
32,69.0,62.0,2968.0
33,69.0,62.0,3224.0
34,69.0,62.0,3480.0
35,69.0,62.0,3736.0
36,70.0,60.0,2202.0
37,70.0,60.0,2714.0
38,70.0,60.0,2970.0
39,70.0,60.0,3226.0
40,70.0,60.0,3482.0
41,70.0,60.0,3738.0
42,70.0,61.0,2200.0
43,70.0,61.0,2201.0
44,70.0,61.0,2202.0
45,70.0,61.0,2712.0
46,70.0,61.0,2713.0
47,70.0,61.0,2714.0
48,70.0,61.0,2968.0
49,70.0,61.0,2969.0
50,70.0,61.0,2970.0
51,70.0,61.0,3224.0
52,70.0,61.0,3225.0
53,70.0,61.0,3226.0
54,70.0,61.0,3480.0
55,70.0,61.0,3481.0
56,70.0,61.0,3482.0
57,70.0,61.0,3736.0
58,70.0,61.0,3737.0
59,70.0,61.0,3738.0
60,70.0,62.0,2200.0
61,70.0,62.0,2712.0
62,70.0,62.0,2968.0
63,70.0,62.0,3224.0
64,70.0,62.0,3480.0
65,70.0,62.0,3736.0
66,70.0,88.0,2188.0
67,70.0,88.0,2189.0
68,70.0,88.0,2190.0
69,70.0,95.0,2201.0
70,71.0,52.0,2215.0
71,71.0,52.0,2216.0
72,71.0,52.0,2217.0
73,71.0,52.0,2471.0
74,71.0,52.0,2472.0
75,71.0,52.0,2473.0
76,71.0,52.0,2727.0
77,71.0,52.0,2728.0
78,71.0,52.0,2729.0
79,71.0,52.0,2983.0
80,71.0,52.0,2984.0
81,71.0,52.0,2985.0
82,71.0,52.0,3239.0
83,71.0,52.0,3240.0
84,71.0,52.0,3241.0
85,71.0,52.0,3495.0
86,71.0,52.0,3496.0
87,71.0,52.0,3497.0
88,71.0,52.0,3751.0
89,71.0,52.0,3752.0
90,71.0,52.0,3753.0
91,71.0,61.0,2201.0
92,71.0,61.0,2202.0
93,71.0,61.0,2713.0
94,71.0,61.0,2714.0
95,71.0,61.0,2969.0
96,71.0,61.0,2970.0
97,71.0,61.0,3225.0
98,71.0,61.0,3226.0
99,71.0,61.0,3481.0
100,71.0,61.0,3482.0
101,71.0,61.0,3737.0
102,71.0,61.0,3738.0
103,71.0,62.0,2200.0
104,71.0,62.0,2712.0
105,71.0,62.0,2968.0
106,71.0,62.0,3224.0
107,71.0,62.0,3480.0
108,71.0,62.0,3736.0
109,71.0,94.0,2201.0
110,71.0,95.0,2199.0
111,71.0,95.0,2200.0
112,71.0,95.0,2201.0
113,72.0,52.0,2215.0
114,72.0,52.0,2216.0
115,72.0,52.0,2217.0
116,72.0,52.0,2471.0
117,72.0,52.0,2472.0
118,72.0,52.0,2473.0
119,72.0,52.0,2727.0
120,72.0,52.0,2728.0
121,72.0,52.0,2729.0
122,72.0,52.0,2983.0
123,72.0,52.0,2984.0
124,72.0,52.0,2985.0
125,72.0,52.0,3239.0
126,72.0,52.0,3240.0
127,72.0,52.0,3241.0
128,72.0,52.0,3495.0
129,72.0,52.0,3496.0
130,72.0,52.0,3497.0
131,72.0,52.0,3751.0
132,72.0,52.0,3752.0
133,72.0,52.0,3753.0
134,72.0,60.0,2202.0
135,72.0,60.0,2714.0
136,72.0,60.0,2970.0
137,72.0,60.0,3226.0
138,72.0,60.0,3482.0
139,72.0,60.0,3738.0
140,72.0,61.0,2200.0
141,72.0,61.0,2201.0
142,72.0,61.0,2202.0
143,72.0,61.0,2712.0
144,72.0,61.0,2713.0
145,72.0,61.0,2714.0
146,72.0,61.0,2968.0
147,72.0,61.0,2969.0
148,72.0,61.0,2970.0
149,72.0,61.0,3224.0
150,72.0,61.0,3225.0
151,72.0,61.0,3226.0
152,72.0,61.0,3480.0
153,72.0,61.0,3481.0
154,72.0,61.0,3482.0
155,72.0,61.0,3736.0
156,72.0,61.0,3737.0
157,72.0,61.0,3738.0
158,72.0,62.0,2200.0
159,72.0,62.0,2712.0
160,72.0,62.0,2968.0
161,72.0,62.0,3224.0
162,72.0,62.0,3480.0
163,72.0,62.0,3736.0
164,72.0,86.0,2190.0
165,72.0,86.0,2191.0
166,72.0,86.0,2192.0
167,72.0,86.0,2446.0
168,72.0,86.0,2447.0
169,72.0,86.0,2448.0
170,72.0,86.0,2702.0
171,72.0,86.0,2703.0
172,72.0,86.0,2704.0
173,72.0,86.0,2958.0
174,72.0,86.0,2959.0
175,72.0,86.0,2960.0
176,72.0,86.0,3214.0
177,72.0,86.0,3215.0
178,72.0,86.0,3216.0
179,72.0,86.0,3470.0
180,72.0,86.0,3471.0
181,72.0,86.0,3472.0
182,72.0,86.0,3726.0
183,72.0,86.0,3727.0
184,72.0,86.0,3728.0
185,72.0,87.0,2190.0
186,72.0,87.0,2191.0
187,72.0,87.0,2192.0
188,72.0,87.0,2446.0
189,72.0,87.0,2447.0
190,72.0,87.0,2448.0
191,72.0,87.0,2702.0
192,72.0,87.0,2703.0
193,72.0,87.0,2704.0
194,72.0,87.0,2958.0
195,72.0,87.0,2959.0
196,72.0,87.0,2960.0
197,72.0,87.0,3214.0
198,72.0,87.0,3215.0
199,72.0,87.0,3216.0
200,72.0,87.0,3470.0
201,72.0,87.0,3471.0
202,72.0,87.0,3472.0
203,72.0,87.0,3726.0
204,72.0,87.0,3727.0
205,72.0,87.0,3728.0
206,72.0,90.0,2188.0
207,72.0,90.0,2189.0
208,72.0,90.0,2190.0
209,73.0,52.0,2215.0
210,73.0,52.0,2216.0
211,73.0,52.0,2217.0
212,73.0,52.0,2218.0
213,73.0,52.0,2471.0
214,73.0,52.0,2472.0
215,73.0,52.0,2473.0
216,73.0,52.0,2474.0
217,73.0,52.0,2727.0
218,73.0,52.0,2728.0
219,73.0,52.0,2729.0
220,73.0,52.0,2730.0
221,73.0,52.0,2983.0
222,73.0,52.0,2984.0
223,73.0,52.0,2985.0
224,73.0,52.0,2986.0
225,73.0,52.0,3239.0
226,73.0,52.0,3240.0
227,73.0,52.0,3241.0
228,73.0,52.0,3242.0
229,73.0,52.0,3495.0
230,73.0,52.0,3496.0
231,73.0,52.0,3497.0
