,0,1,2
0,69.0,84.0,2201.0
1,69.0,84.0,2202.0
2,69.0,85.0,2199.0
3,70.0,84.0,2201.0
4,70.0,84.0,2202.0
5,71.0,67.0,2203.0
6,71.0,67.0,2204.0
7,71.0,67.0,2205.0
8,71.0,68.0,2202.0
9,72.0,83.0,2196.0
10,72.0,83.0,2197.0
11,72.0,83.0,2198.0
12,72.0,84.0,2193.0
13,72.0,84.0,2194.0
14,72.0,84.0,2195.0
15,73.0,80.0,2195.0
16,73.0,80.0,2451.0
17,73.0,80.0,2707.0
18,73.0,80.0,2963.0
19,73.0,80.0,3219.0
20,73.0,80.0,3475.0
21,73.0,80.0,3731.0
22,73.0,81.0,2192.0
23,73.0,81.0,2193.0
24,73.0,81.0,2194.0
25,73.0,81.0,2448.0
26,73.0,81.0,2449.0
27,73.0,81.0,2450.0
28,73.0,81.0,2704.0
29,73.0,81.0,2705.0
30,73.0,81.0,2706.0
31,73.0,81.0,2960.0
32,73.0,81.0,2961.0
33,73.0,81.0,2962.0
34,73.0,81.0,3216.0
35,73.0,81.0,3217.0
36,73.0,81.0,3218.0
37,73.0,81.0,3472.0
38,73.0,81.0,3473.0
39,73.0,81.0,3474.0
40,73.0,81.0,3728.0
41,73.0,81.0,3729.0
42,73.0,81.0,3730.0
43,74.0,78.0,2197.0
44,74.0,78.0,2198.0
45,74.0,78.0,2453.0
46,74.0,78.0,2454.0
47,74.0,78.0,2709.0
48,74.0,78.0,2710.0
49,74.0,78.0,2965.0
50,74.0,78.0,2966.0
51,74.0,78.0,3221.0
52,74.0,78.0,3222.0
53,74.0,78.0,3477.0
54,74.0,78.0,3478.0
55,74.0,78.0,3733.0
56,74.0,78.0,3734.0
57,74.0,79.0,2196.0
58,74.0,79.0,2197.0
59,74.0,79.0,2198.0
60,74.0,79.0,2452.0
61,74.0,79.0,2453.0
62,74.0,79.0,2454.0
63,74.0,79.0,2708.0
64,74.0,79.0,2709.0
65,74.0,79.0,2710.0
66,74.0,79.0,2964.0
67,74.0,79.0,2965.0
68,74.0,79.0,2966.0
69,74.0,79.0,3220.0
70,74.0,79.0,3221.0
71,74.0,79.0,3222.0
72,74.0,79.0,3476.0
73,74.0,79.0,3477.0
74,74.0,79.0,3478.0
75,74.0,79.0,3732.0
76,74.0,79.0,3733.0
77,74.0,79.0,3734.0
78,74.0,81.0,2189.0
79,74.0,81.0,2190.0
80,74.0,81.0,2191.0
81,74.0,81.0,2192.0
82,74.0,81.0,2193.0
83,74.0,81.0,2194.0
84,74.0,81.0,2195.0
85,74.0,81.0,2198.0
86,74.0,81.0,2445.0
87,74.0,81.0,2446.0
88,74.0,81.0,2447.0
89,74.0,81.0,2448.0
90,74.0,81.0,2449.0
91,74.0,81.0,2450.0
92,74.0,81.0,2451.0
93,74.0,81.0,2454.0
94,74.0,81.0,2701.0
95,74.0,81.0,2702.0
96,74.0,81.0,2703.0
97,74.0,81.0,2704.0
98,74.0,81.0,2705.0
99,74.0,81.0,2706.0
100,74.0,81.0,2707.0
101,74.0,81.0,2710.0
102,74.0,81.0,2957.0
103,74.0,81.0,2958.0
104,74.0,81.0,2959.0
105,74.0,81.0,2960.0
106,74.0,81.0,2961.0
107,74.0,81.0,2962.0
108,74.0,81.0,2963.0
109,74.0,81.0,2966.0
110,74.0,81.0,3213.0
111,74.0,81.0,3214.0
112,74.0,81.0,3215.0
113,74.0,81.0,3216.0
114,74.0,81.0,3217.0
115,74.0,81.0,3218.0
116,74.0,81.0,3219.0
117,74.0,81.0,3222.0
118,74.0,81.0,3469.0
119,74.0,81.0,3470.0
120,74.0,81.0,3471.0
121,74.0,81.0,3472.0
122,74.0,81.0,3473.0
123,74.0,81.0,3474.0
124,74.0,81.0,3475.0
125,74.0,81.0,3478.0
126,74.0,81.0,3725.0
127,74.0,81.0,3726.0
128,74.0,81.0,3727.0
129,74.0,81.0,3728.0
130,74.0,81.0,3729.0
131,74.0,81.0,3730.0
132,74.0,81.0,3731.0
133,74.0,81.0,3734.0
134,74.0,82.0,2189.0
135,74.0,82.0,2190.0
136,74.0,82.0,2191.0
137,74.0,82.0,2192.0
138,74.0,82.0,2193.0
139,74.0,82.0,2194.0
140,74.0,82.0,2195.0
141,74.0,82.0,2196.0
142,74.0,82.0,2445.0
143,74.0,82.0,2446.0
144,74.0,82.0,2447.0
145,74.0,82.0,2448.0
146,74.0,82.0,2449.0
147,74.0,82.0,2450.0
148,74.0,82.0,2451.0
149,74.0,82.0,2452.0
150,74.0,82.0,2701.0
151,74.0,82.0,2702.0
152,74.0,82.0,2703.0
153,74.0,82.0,2704.0
154,74.0,82.0,2705.0
155,74.0,82.0,2706.0
156,74.0,82.0,2707.0
157,74.0,82.0,2708.0
158,74.0,82.0,2957.0
159,74.0,82.0,2958.0
160,74.0,82.0,2959.0
161,74.0,82.0,2960.0
162,74.0,82.0,2961.0
163,74.0,82.0,2962.0
164,74.0,82.0,2963.0
165,74.0,82.0,2964.0
166,74.0,82.0,3213.0
167,74.0,82.0,3214.0
168,74.0,82.0,3215.0
169,74.0,82.0,3216.0
170,74.0,82.0,3217.0
171,74.0,82.0,3218.0
172,74.0,82.0,3219.0
173,74.0,82.0,3220.0
174,74.0,82.0,3469.0
175,74.0,82.0,3470.0
176,74.0,82.0,3471.0
177,74.0,82.0,3472.0
178,74.0,82.0,3473.0
179,74.0,82.0,3474.0
180,74.0,82.0,3475.0
181,74.0,82.0,3476.0
