,0,1,2
0,72.0,67.0,2188.0
1,72.0,67.0,2189.0
2,73.0,43.0,2197.0
3,73.0,44.0,2195.0
4,73.0,44.0,2196.0
5,73.0,67.0,2188.0
6,73.0,67.0,2189.0
7,74.0,44.0,2195.0
8,74.0,44.0,2196.0
9,74.0,74.0,2216.0
10,74.0,74.0,2217.0
11,74.0,74.0,2472.0
12,74.0,74.0,2473.0
13,74.0,74.0,2728.0
14,74.0,74.0,2729.0
15,74.0,74.0,2984.0
16,74.0,74.0,2985.0
17,74.0,74.0,3240.0
18,74.0,74.0,3241.0
19,74.0,74.0,3496.0
20,74.0,74.0,3497.0
21,74.0,74.0,3752.0
22,74.0,74.0,3753.0
23,74.0,75.0,2215.0
24,74.0,75.0,2216.0
25,74.0,75.0,2217.0
26,74.0,75.0,2471.0
27,74.0,75.0,2472.0
28,74.0,75.0,2473.0
29,74.0,75.0,2727.0
30,74.0,75.0,2728.0
31,74.0,75.0,2729.0
32,74.0,75.0,2983.0
33,74.0,75.0,2984.0
34,74.0,75.0,2985.0
35,74.0,75.0,3239.0
36,74.0,75.0,3240.0
37,74.0,75.0,3241.0
38,74.0,75.0,3495.0
39,74.0,75.0,3496.0
40,74.0,75.0,3497.0
41,74.0,75.0,3751.0
42,74.0,75.0,3752.0
43,74.0,75.0,3753.0
44,74.0,76.0,2212.0
45,74.0,76.0,2213.0
46,74.0,76.0,2214.0
47,74.0,76.0,2216.0
48,74.0,76.0,2468.0
49,74.0,76.0,2469.0
50,74.0,76.0,2470.0
51,74.0,76.0,2472.0
52,74.0,76.0,2724.0
53,74.0,76.0,2725.0
54,74.0,76.0,2726.0
55,74.0,76.0,2728.0
56,74.0,76.0,2980.0
57,74.0,76.0,2981.0
58,74.0,76.0,2982.0
59,74.0,76.0,2984.0
60,74.0,76.0,3236.0
61,74.0,76.0,3237.0
62,74.0,76.0,3238.0
63,74.0,76.0,3240.0
64,74.0,76.0,3492.0
65,74.0,76.0,3493.0
66,74.0,76.0,3494.0
67,74.0,76.0,3496.0
68,74.0,76.0,3748.0
69,74.0,76.0,3749.0
70,74.0,76.0,3750.0
71,74.0,76.0,3752.0
72,75.0,45.0,2193.0
73,75.0,45.0,2194.0
74,75.0,45.0,2195.0
75,75.0,46.0,2193.0
76,75.0,74.0,2216.0
77,75.0,74.0,2217.0
78,75.0,74.0,2218.0
79,75.0,74.0,2219.0
80,75.0,74.0,2220.0
81,75.0,74.0,2472.0
82,75.0,74.0,2473.0
83,75.0,74.0,2474.0
84,75.0,74.0,2475.0
85,75.0,74.0,2476.0
86,75.0,74.0,2728.0
87,75.0,74.0,2729.0
88,75.0,74.0,2730.0
89,75.0,74.0,2731.0
90,75.0,74.0,2732.0
91,75.0,74.0,2984.0
92,75.0,74.0,2985.0
93,75.0,74.0,2986.0
94,75.0,74.0,2987.0
95,75.0,74.0,2988.0
96,75.0,74.0,3240.0
97,75.0,74.0,3241.0
98,75.0,74.0,3242.0
99,75.0,74.0,3243.0
100,75.0,74.0,3244.0
101,75.0,74.0,3496.0
102,75.0,74.0,3497.0
103,75.0,74.0,3498.0
104,75.0,74.0,3499.0
105,75.0,74.0,3500.0
106,75.0,74.0,3752.0
107,75.0,74.0,3753.0
108,75.0,74.0,3754.0
