,0,1,2
0,70.0,85.0,2214.0
1,70.0,86.0,2209.0
2,70.0,86.0,2210.0
3,70.0,86.0,2211.0
4,70.0,86.0,2212.0
5,70.0,86.0,2213.0
6,70.0,87.0,2209.0
7,70.0,87.0,2210.0
8,71.0,56.0,2217.0
9,71.0,56.0,2218.0
10,73.0,45.0,2198.0
11,73.0,45.0,2199.0
12,73.0,45.0,2200.0
13,73.0,45.0,2710.0
14,73.0,45.0,2711.0
15,73.0,45.0,2712.0
16,73.0,45.0,2966.0
17,73.0,45.0,2967.0
18,73.0,45.0,2968.0
19,73.0,45.0,3222.0
20,73.0,45.0,3223.0
21,73.0,45.0,3224.0
22,73.0,45.0,3478.0
23,73.0,45.0,3479.0
24,73.0,45.0,3480.0
25,73.0,45.0,3734.0
26,73.0,45.0,3735.0
27,73.0,45.0,3736.0
28,73.0,79.0,2228.0
29,73.0,80.0,2225.0
30,73.0,80.0,2226.0
31,73.0,80.0,2227.0
32,73.0,81.0,2223.0
33,73.0,81.0,2224.0
34,74.0,45.0,2199.0
35,74.0,45.0,2200.0
36,74.0,45.0,2201.0
37,74.0,45.0,2711.0
38,74.0,45.0,2712.0
39,74.0,45.0,2713.0
40,74.0,45.0,2967.0
41,74.0,45.0,2968.0
42,74.0,45.0,2969.0
43,74.0,45.0,3223.0
44,74.0,45.0,3224.0
45,74.0,45.0,3225.0
46,74.0,45.0,3479.0
47,74.0,45.0,3480.0
48,74.0,45.0,3481.0
49,74.0,45.0,3735.0
50,74.0,45.0,3736.0
51,74.0,45.0,3737.0
52,74.0,46.0,2199.0
53,74.0,46.0,2200.0
54,74.0,46.0,2711.0
55,74.0,46.0,2712.0
56,74.0,46.0,2967.0
57,74.0,46.0,2968.0
58,74.0,46.0,3223.0
59,74.0,46.0,3224.0
60,74.0,46.0,3479.0
61,74.0,46.0,3480.0
62,74.0,46.0,3735.0
63,74.0,46.0,3736.0
64,74.0,79.0,2226.0
65,74.0,79.0,2227.0
66,74.0,80.0,2223.0
67,74.0,80.0,2224.0
68,74.0,85.0,2202.0
69,74.0,85.0,2203.0
70,75.0,46.0,2199.0
71,75.0,46.0,2200.0
72,75.0,46.0,2711.0
73,75.0,46.0,2712.0
74,75.0,46.0,2967.0
75,75.0,46.0,2968.0
76,75.0,46.0,3223.0
77,75.0,46.0,3224.0
78,75.0,46.0,3479.0
79,75.0,46.0,3480.0
80,75.0,46.0,3735.0
81,75.0,46.0,3736.0
82,75.0,53.0,2214.0
83,75.0,53.0,2470.0
84,75.0,53.0,2726.0
85,75.0,53.0,2982.0
86,75.0,53.0,3238.0
87,75.0,53.0,3494.0
